Type of Score,Barcode,Description,Item Policy,Material Type,MMS Id,ISBN,Resource Type,Title,Primo Link,Author,Publisher,Publication Place,Publication Date,Edition,Series,Subjects,Uniform Title,Language Code,Permanent Call Number,Location Name,Item Creation Fiscal Year
Individual Composer,39090018353694,,Score,Music Score,991018232035403851,,Notated music - Physical,Humanoid : (2017) for solo violoncello and electronics /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018232035403851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Fung, Vivian, 1975- composer.",Bill Holab Music; Vivian Fung,[California] :,[2020],,,Electronic and cello music--Scores.; Art music.; Chamber music.; Scores.,,zxx,MSC9322,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018377552,,Score,Music Score,991018202648003851,,Notated music - Physical,Clarinet quintet : frenetic memories : for clarinet in B♭ and string quartet /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018202648003851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Fung, Vivian, 1975- composer.",Bill Holab Music; Vivian Fung,[California] :,[2020],,,"Quintets (Clarinet, violins (2), viola, cello)--Scores and parts.; Chamber music.; Scores.; Parts (Music)","Quintet, clarinet, violins (2), viola, cello",zxx,MSC9240,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018338406,,Score,Music Score,991018193946603851,,Notated music - Physical,La piñata : for cello and piano /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018193946603851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Galindo, Demian, 1980- composer.",Cayambis Music Press,"[Blacksburg, Virginia] :",[2015],,,Cello and piano music--Scores and parts.; Chamber music.; Parts (Music); Scores.,,zxx,MSC9227,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090017202595,,Score,Music Score,991018115736903851,,Notated music - Physical,Blurrr : for orchestra (2003) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018115736903851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Garrop, Stacy, 1969-",Theodore Presser Co,King Of Prussia :,"2003, [2020].",,,,,eng,MSC9123,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018353835,,Score,Music Score,991018232035303851,9781491133651; 1491133651,Notated music - Physical,The solitude of stars : for piano /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018232035303851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Garrop, Stacy, 1969- composer.",Presser,"[Malvern, Pennsylvania] :",[2020],,,"Wyoming--Songs and music.; Piano music, Arranged.; Wyoming.; Arrangements (Music); Art music.; Scores.; Songs and music.",Postcards from Wyoming. arranged Solitude of stars;,zxx,MSC9323,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018377453,,Score,Music Score,991018207344803851,9781705112281; 1705112285,Notated music - Physical,Passacaglia for solo piano : (2017) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018207344803851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Glass, Philip, composer.",Chester Music,London :,[2021],,,Piano music--Scores.; Art music.; Scores.,,zxx,MSC9264,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018354015,,Score,Music Score,991018232035103851,,Notated music - Physical,"Mykene, op. 17 : 7 miniatures for orchestra (2002) /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018232035103851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Gourzi, Konstantia, 1962-",Musikproduktion Juergen Hoeflich,München :,2021.,,,,,mul,MSC9324,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018338539,,Score,Music Score,991018193947703851,1733903585; 9781733903585,Notated music - Physical,The Catalan art song = La canción artística en catalán : Signat l'amic del cor /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018193947703851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Gutiérrez, Nicolás, 1993- composer.",Mundo Arts Publications,Barcelona :,2020.,First edition = Primera edición.,Latin American & Spanish vocal music collection ; v. 8.,"Duarte i Montserrat, Carles--Musical settings.; Sampere, Màrius--Musical settings.; Songs (Medium voice) with instrumental ensemble--Scores.; Electronic music.; Sampere, Màrius.; Songs (Medium voice) with instrumental ensemble.; Chamber music.; Musical settings.; Scores.; Song cycles.; Songs.",Signat l'amic del cor,cat,MSC9220,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090017202207,,Score,Music Score,991018115736803851,,Notated music - Physical,Little Nemo in Slumberland : a magic opera in two acts /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018115736803851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Hagen, Daron, 1961- composer.",Burning Sled Music,[New York] :,[2019],,,Operas--Vocal scores with piano.; Operas.; Vocal scores.,Little Nemo in Slumberland. Vocal score,eng,MSC9124,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018320727,,Score,Music Score,991018139841403851,,Notated music - Physical,Symphony no. 2 (1998) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018139841403851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Hailstork, Adolphus C. composer.",Theodore Presser Co,King Of Prussia :,[2020],Custom print edition,,Symphonies--Scores.; Art music.; Scores.; Symphonies.,"Symphonies, no. 2",eng,MSC9149,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090017202678,,Score,Music Score,991018115736703851,9781491133569; 1491133562,Notated music - Physical,Yuhwa (the goddess of the willow trees) : for solo flute (2019) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018115736703851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Hailstork, Adolphus, 1941-",Theodore Presser Co,King Of Prussia :,2020.,,,,,eng,MSC9125,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018341350,,Score,Music Score,991018139841503851,,Notated music - Physical,"Deux chansons : for soprano, clarinet and piano /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018139841503851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Hailstork, Adolphus, 1941-",Classical Vocal Reprints,Fayetteville :,2020.,,,,,fre,MSC9148,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018303657,,Score,Music Score,991018103546703851,,Notated music - Physical,Suite for solo violin : on soggetti cavati /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018103546703851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Harbison, John, composer.",Associated Music Publishers,New York :,[2020],,,Suites (Violin)--Scores.; Suites.; Scores.,"Suites, violin",zxx,MSC9082,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018377800,,Score,Music Score,991018207344303851,,Notated music - Physical,"Air in g minor : for flute alone, or with drone /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018207344303851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Harrison, Lou, 1917-2003 composer.",Frog Peak Music,"Lebanon, NH :",[2020],,,Flute music--Facsimiles--Scores.; Art music.; Facsimiles.; Scores.,,zxx,MSC9265,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018303210,,Score,Music Score,991018199848503851,,Notated music - Physical,"Grace : from the string quartet ""Voices"" : 1993 /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018199848503851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Higdon, Jennifer, 1962- composer.",Lawdon Press,"[Philadelphia, Pennsylvania] :",[2020?],,,String quartets--Excerpts--Scores and parts.; Chamber music.; Excerpts.; Parts (Music); Scores.,Voices. Grace,zxx,M452.H64 V6 2020,Music Stacks,FY-2021
Individual Composer,39090018303228,,Score,Music Score,991018103546503851,,Notated music - Physical,Harp concerto /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018103546503851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Higdon, Jennifer, 1962- composer.",Lawdon Press,"[Philadelphia, Pennsylvania] :",[2020],,,Concertos (Harp)--Scores.; Concertos.; Scores.,"Concertos, pedal harp, orchestra",zxx,M1036.H54 C6 2020,Music Stacks,FY-2021
Individual Composer,39090017202330,,Score,Music Score,991018115736603851,,Notated music - Physical,Contents under pressure : for reed quintet (2019) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018115736603851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Hindman, Dorothy, 1966-",Subito Music Corporation,"Verona, NJ :",2019.,,,,,eng,MSC9126,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018232035003851,9781491134153; 1491134151,Notated music - Physical,"Nora's dance, op. 25 no. 1 : for piano /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018232035003851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Holt, Nora, 1885-1974, composer.",Theodore Presser Co,King of Prussia :,[2021],,,Piano music.; Scores.; Art music.,,zxx,M25.H645 N67 2021,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018341160,,Score,Music Score,991018170046803851,9781705113929; 1705113923,Notated music - Physical,Piano Studies: Shorter Works for Piano :,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018170046803851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Ives, Charles E.",,,,,,,,eng,MSC9189,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018231846103851,,Notated music - Physical,Trumpet thoughts for Cheltenham : for solo C trumpet (2019) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018231846103851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Jolas, Betsy, composer.",Alphonse Leduc,Paris :,[2021],,,Trumpet music--Scores.; Art music.; Scores.,,zxx,M87.J75 T7 2019,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018377610,,Score,Music Score,991018202647903851,9781491155257; 1491155256,Notated music - Physical,Pietá : for English horn and string orchestra /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018202647903851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Kay, Ulysses, 1917-1995.",Carl Fischer,New York :,"1950, 2021.",,,,,eng,MSC9241,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018303574,,Score,Music Score,991018103546403851,,Notated music - Physical,Elegy (to those we lost) : for piano solo (2020) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018103546403851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Kernis, Aaron Jay.",Schirmer Rental Dept,New York :,2020.,,,,,zxx,MSC9085,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018320941,,Score,Music Score,991018139841303851,9782897954925; 2897954922,Notated music - Physical,MMXX : for solo guitar /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018139841303851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Kruisbrink, Annette, 1958-",Productions D'oz,Saint-Romuald :,2020.,,,,,mul,MSC9150,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018341418,,Score,Music Score,991018139841203851,,Notated music - Physical,The Imaginary photo album : four songs for soprano and piano /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018139841203851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Laitman, Lori, 1955-",Enchanted Knickers Music,"Riverdale, NY :",2020.,,,,,eng,MSC9151,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018340741,,Score,Music Score,991018169840503851,,Notated music - Physical,"Prayers for night and sleep : for soprano, solo cello, string orchestra and percussion or soprano, solo cello, string quintet and percussion /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018169840503851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Lang, David composer, author. (David A.)",Ricordi; Red Poppy Music,[New York] :,[2020],Full score.,,"Lang, David--(David A.)--Musical settings.; Songs (High voice) with string orchestra--Scores.; Songs (High voice) with instrumental ensemble--Scores.; Musical settings.; Art music.; Chamber music.; Scores.; Songs.",,eng,MSC9196,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018340923,,Score,Music Score,991018169840803851,,Notated music - Physical,Anatomy theatre /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018169840803851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Lang, David composer, librettist. (David A.)",Ricordi; Red Poppy Music,[New York] :,[2020],Study score.,,Operas--Scores.; Operas.; Scores.,,eng,MSC9194,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018303236,,Score,Music Score,991018103546303851,,Notated music - Physical,Battle hymns : for small or large chorus plus one military drum /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018103546303851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Lang, David composer, lyricist. (David A.)",Ricordi; Red Poppy Music,[New York] : [Milan] :,[2020],Score,,"Lincoln, Abraham,--1809-1865--Musical settings.; Choruses (Mixed voices), Unaccompanied.; Choruses (Mixed voices) with drum; United States--History--Civil War, 1861-1865--Songs and music.; Songs.; Musical settings.; Scores.",,eng,MSC9086,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018377883,,Score,Music Score,991018207344003851,,Notated music - Physical,Love fail : for four singers /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018207344003851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Lang, David composer, lyricist. (David A.)",Ricordi; Red Poppy Music,New York :,[2020?],Score.,,"Davis, Lydia,--1947---Musical settings.; Lang, David--(David A.)--Musical settings.; Choruses, Secular (Women's voices, 4 parts), Unaccompanied.; Art music.; Scores.; Songs.",Love fail,eng,MSC9268,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018320842,,Score,Music Score,991018139841103851,,Notated music - Physical,Gift : viola and guitar /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018139841103851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Lang, David composer. (David A.)",Administered exclusively worldwide by G Schirmer Inc; Red Poppy Ltd,[New York] :,[2018],,,Viola and guitar music.; Chamber music.; Scores.,,zxx,MSC9152,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018320917,,Score,Music Score,991018139841003851,,Notated music - Physical,"Man made : solo percussion quartet and orchestra, 2013 /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018139841003851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Lang, David composer. (David A.)",Administered exclusively by G Schirmer; Red Poppy,[New York] :,[2013],,,Percussion with orchestra--Scores.; Art music.; Scores.,,zxx,MSC9153,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018320974,,Score,Music Score,991018139840903851,,Notated music - Physical,Mountain : for orchestra /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018139840903851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Lang, David composer. (David A.)",Red Poppy,[New York] :,2014.,,,Orchestral music--Scores.; Art music.; Scores.,,zxx,MSC9154,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018340808,,Score,Music Score,991018169840403851,,Notated music - Physical,Super chill /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018169840403851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Lang, David composer. (David A.)",Ricordi; Red Poppy,[New York] :,[2020],Full score.,,Instrumental ensembles--Scores.; Art music.; Scores.,,zxx,MSC9197,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018340980,,Score,Music Score,991018169840703851,,Notated music - Physical,Darker : for 12 solo strings /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018169840703851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Lang, David composer. (David A.)",Ricordi; Red Poppy Music,[New York] :,[2020],Study score.,,String ensembles--Scores.; Chamber music.; Scores.,,zxx,MSC9195,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018341046,,Score,Music Score,991018169840303851,,Notated music - Physical,Symphony without a hero /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018169840303851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Lang, David composer. (David A.)",Ricordi; Red Poppy Music,[New York] :,[2020],Study score.,,Symphonies--Scores.; Scores.; Symphonies.,Symphony without a hero,zxx,MSC9198,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018378063,,Score,Music Score,991018207344203851,,Notated music - Physical,Harmony and understanding : for orchestra /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018207344203851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Lang, David composer. (David A.)",Ricordi; Red Poppy Music,"New York, NY :",[2021],Full score.,,"Choruses, Secular (Mixed voices) with orchestra--Scores.; Art music.; Scores.",,zxx,MSC9266,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018378121,,Score,Music Score,991018207344103851,,Notated music - Physical,How to pray : for orchestra : 2002 /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018207344103851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Lang, David composer. (David A.)",Ricordi; Red Poppy Music,"New York, NY :",[2021],Full score.,,Orchestral music--Scores.; Scores.,,zxx,MSC9267,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090017195500,,Score,Music Score,991018115736503851,,Notated music - Physical,Ark luggage : for soprano and string quartet (2012) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018115736503851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Lang, David, 1957-",Red Poppy Music,"New York, NY :",[2020].,,,,,zxx,MSC9127,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018320784,,Score,Music Score,991018139840803851,,Notated music - Physical,Prisoner of the state : opera (2019) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018139840803851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Lang, David, 1957-",Red Poppy Music,"New York, NY :",2019.,,,,,eng,MSC9155,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018354072,,Score,Music Score,991018231845903851,,Notated music - Physical,Koaiá : for cello (1995-1996) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018231845903851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Lara, Ana, composer.",Latin American Frontiers International Pub,"Minot, ND :",[2021],,,Cello music--Scores.; Cello music.; Art music.; Scores.,Koaiá,eng,M52.L373 K63,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018353777,,Score,Music Score,991018231845703851,,Notated music - Physical,"This unbearable stillness - songs from the balcony : for soprano, percussion, celeste and string orchestra /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018231845703851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Larsen, Libby, composer.",Libby Larsen Publishing,"Minneapolis, MN :",[2020].,,,"Hilal, Dima--Musical settings.; Shaben, Sekeena--Musical settings.; Hilal, Dima.; Songs (High voice) with instrumental ensemble--Vocal scores with piano.; Arrangements (Music); Musical settings.; Songs.; Vocal scores.",,eng,MSC9328,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018340634,,Score,Music Score,991018169840203851,,Notated music - Physical,After a dammit to hell : for bassoon (1982) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018169840203851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","LeBaron, Anne, 1953-",Composers Edition,Oxfordshire :,"1982, 2009.",,,Bassoon music.,,eng,MSC9199,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018303632,,Score,Music Score,991018103546203851,,Notated music - Physical,Chôro sem tristeza : for flute (2008) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018103546203851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Lee III, James, 1975-",Subito Music Corporation,"Verona, NJ :","2011, [2020].",,,,,zxx,MSC9087,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018353959,,Score,Music Score,991018231845603851,,Notated music - Physical,Set me as a seal : for voice & piano /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018231845603851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Lee, James, III, 1975- composer.",Subito Music Publishing,"[Verona, New Jersey] :",[2021],,,Sacred songs with piano--Scores.; Bible. Song of Solomon Musical settings.; Songs.; Musical settings.; Scores.,,eng,MSC9329,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018338778,,Score,Music Score,991018193946803851,1733903526; 9781733903523,Notated music - Physical,Ciclo de canciones infantiles = Children song cycle : Pequeña pequeñita /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018193946803851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","León, Jaime, 1921-2015 composer.",Mundo Arts Publications,Barcelona :,2019.,First edition = Primera edición.,Latin American & Spanish vocal music collection,"Delgado Santos, Francisco,--1950---Musical settings.; Torre, Renán De la--Musical settings.; Ortiz, Adalberto--Musical settings.; Ortiz, Adalberto.; Songs (High voice) with piano.; Children's songs.; Songs, Spanish.; Songs with piano.; Chamber music.; Art music.; Musical settings.; Scores.; Song cycles.; Songs.",Canciones de pequeña pequeñita,spa,MSC9212,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018338653,v.1,Score,Music Score,991018193947403851,0981720404; 9780981720401; 0981720412; 9780981720418,Notated music - Physical,"La canción artística colombiana : Jaime León, análisis y compilación de su obra para voz y piano = The Colombian art song : Jaime León, analysis and compilation of his works for voice and piano /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018193947403851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","León, Jaime, 1921-2015.",Mundo Arts Publications,New York :,©2009.,1. ed.,Latin American & Spanish vocal music collection,Songs with piano.; Children's songs.; Christmas music.; Song cycles.,Songs,spa,MSC9216,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018338893,v.2,Score,Music Score,991018193947403851,0981720404; 9780981720401; 0981720412; 9780981720418,Notated music - Physical,"La canción artística colombiana : Jaime León, análisis y compilación de su obra para voz y piano = The Colombian art song : Jaime León, analysis and compilation of his works for voice and piano /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018193947403851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","León, Jaime, 1921-2015.",Mundo Arts Publications,New York :,©2009.,1. ed.,Latin American & Spanish vocal music collection,Songs with piano.; Children's songs.; Christmas music.; Song cycles.,Songs,spa,MSC9216,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018202647803851,1540094073; 9781540094070,Notated music - Physical,"One mo' time : for flute, clarinet in Bb, violin, cello, and piano /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018202647803851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","León, Tania, composer.",Exclusively distributed by Hal Leonard Corporation; Peermusic Classical,"New York, NY :",[2020],,,"Chamber music.; Scores.; Quintets (Piano, clarinet, flute, violin, cello)--Scores and parts.; Chamber music; Parts (Music); Scores",,zxx,M522.L462 O54 2020,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018215938603851,,Notated music - Physical,Saoko : for brass quintet /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018215938603851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","León, Tania, composer.",Exclusively distributed by Hal Leonard Corporation; Peermusic Classical,New York :,[2010?],,,"Brass quintets (Horn, trombone, trumpets (2), tuba)--Scores and parts.; Scores.; Parts (Music); Chamber music.",,zxx,M557.4.L438 S36 2010,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018215939003851,,Notated music - Physical,"Del caribe, soy! : for flute and piano /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018215939003851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","León, Tania, composer.",Exclusively distributed by Hal Leonard Corporation; Peermusic Classical,"[New York, NY] :",[2018],,,Flute and piano music--Scores and parts.; Chamber music.; Parts (Music); Scores.,"Del Caribe, soy!",zxx,M242.L579 D3 2018,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018215939203851,1540036707; 9781540036704,Notated music - Physical,Atwood songs : for soprano and piano /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018215939203851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","León, Tania, composer.",exclusively distributed by Hal Leonard Corporation; Peermusic Classical,"New York, NY :",[2018],,,"Atwood, Margaret,--1939---Musical settings.; Atwood, Margaret,--1939-; Songs (High voice) with piano.; Chamber music.; Musical settings.; Scores.; Songs.",Atwood songs,eng,M1621.L47 A79 2018,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018215939103851,,Notated music - Physical,De memorias : for woodwind quintet /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018215939103851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","León, Tania.",Peermusic Classical,New York :,©2000.,,,"Wind quintets (Bassoon, clarinet, flute, horn, oboe)--Scores.",,zxx,M557.L579 D27 2000,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018377677,,Score,Music Score,991018202647703851,,Notated music - Physical,Bioluminescence : for solo flute : 2019 /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018202647703851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Lim, Liza, 1966- composer.",Ricordi,Berlin :,[2020],,,"Music--Manuscripts--Facsimiles.; Lim, Liza,--1966---Manuscripts--Facsimiles.; Lim, Liza,--1966-; Flute music.; Music.; Art music.; Facsimiles.; Manuscripts.; Scores.",,zxx,MSC9242,Music Desk--Inquire @ Music Desk,FY-2021
