Type of Score,Barcode,Description,Item Policy,Material Type,MMS Id,ISBN,Resource Type,Title,Primo Link,Author,Publisher,Publication Place,Publication Date,Edition,Series,Subjects,Uniform Title,Language Code,Permanent Call Number,Location Name,Item Creation Fiscal Year
Continuations,39090018320362,Ser.5:Bd.4,None,Music Score,9.91011E+17,,Notated music - Physical,Neue Ausgabe sämtlicher Werke /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991011451489703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Schubert, Franz, 1797-1828 composer.",Bärenreiter,Kassel :,1964-<2019>,,,"Operas; Scherzos; Music.; 1800-1899; Canons, fugues, etc. (Piano)--19th century--Scores.; Dance music--Austria--19th century--Scores.; Ecossaises--19th century--Scores.; Fantasia--Austria--19th century--Scores.; Funeral music--Austria--19th century--Scores.; Galops--19th century--Scores.; Incidental music--Austria--19th century--Scores.; Marches (Piano)--19th century--Scores.; Masses--Austria--19th century--Scores.; Minuets--Austria--19th century--Scores.; Operas--Austria--19th century--Scores.; Oratorios--Austria--19th century--Scores.; Overtures--Austria--19th century--Scores.; Rondos (Piano)--19th century--Scores.; Rondos (Violin and piano)--19th century--Scores and parts.; Sacred vocal music--Austria--19th century--Scores.; Scherzos (Piano)--19th century--Scores.; Sonatas (Cello and piano)--19th century--Scores and parts.; Sonatas (Piano)--19th century--Scores.; Sonatas (Violin and piano)--19th century--Scores and parts.; Songs with piano--Austria--19th century--Scores.; Stabat Mater dolorosa (Music)--19th century--Scores.; Symphonies--Austria--19th century--Scores.; Variations (Piano)--19th century--Scores.; Variations (Flute and piano)--19th century--Scores and parts.; Waltzes--Austria--19th century--Scores.; Cello and piano music--Austria--19th century--Scores and parts.; Flute and piano music--Austria--19th century--Scores and parts.; Orchestral music--Austria--19th century--Scores.; Piano music--Austria--19th century--Scores.; Piano music (4 hands)--Austria--19th century--Scores.; Piano trios--Austria--19th century--Scores.; String quartets--Austria--19th century--Scores and parts.; Violin and piano music--Austria--19th century--Scores and parts.; Violin music (Violins (2))--19th century--Scores and parts.; Chamber music--Austria--19th century--Scores and parts.; Instrumental music--Austria--19th century--Scores.; Vocal music--Austria--19th century--Scores.; Music--Austria--19th century--Scores.; Cello and piano music--Scores and parts.; Chamber music--Scores and parts.; Choruses, Sacred (Mixed voices) with orchestra.; Flute and piano music--Scores and parts.; Incidental music--Scores.; Instrumental music--Scores.; Masses--Scores.; Operas--Scores.; Oratorios--Scores.; Orchestral music--Scores.; Overtures--Scores.; Piano music (4 hands)--Scores.; Piano music--Scores.; Piano trios--Scores.; Sacred vocal music--Scores.; Sonatas (Cello and piano)--Scores and parts.; Sonatas (Violin and piano)--Scores and parts.; String quartets--Scores and parts.; Symphonies--Scores.; Variations (Flute and piano)--Scores and parts.; Violin and piano music--Scores and parts.; Vocal music--Scores.; Austria.; Art music.; Chamber music.; Dance music.; Ecossaises (Music); Fantasias (Music); Fugues.; Funeral music.; Galops (Music); Impromptus (Music); Incidental music.; Marches (Music); Masses.; Minuets (Music); Operas.; Oratorios.; Overtures.; Parts (Music); Rondos.; Sacred music.; Scherzos.; Scores.; Sonatas.; Songs.; Symphonies.; Variations (Music); Waltzes (Music)",Works. 1964,ger,M3 .S38,Music Stacks,FY-2021
Continuations,39090018320503,Ser.3:Bd.3:T.B,None,Music Score,9.91011E+17,,Notated music - Physical,Neue Ausgabe sämtlicher Werke /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991011451489703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Schubert, Franz, 1797-1828 composer.",Bärenreiter,Kassel :,1964-<2019>,,,"Operas; Scherzos; Music.; 1800-1899; Canons, fugues, etc. (Piano)--19th century--Scores.; Dance music--Austria--19th century--Scores.; Ecossaises--19th century--Scores.; Fantasia--Austria--19th century--Scores.; Funeral music--Austria--19th century--Scores.; Galops--19th century--Scores.; Incidental music--Austria--19th century--Scores.; Marches (Piano)--19th century--Scores.; Masses--Austria--19th century--Scores.; Minuets--Austria--19th century--Scores.; Operas--Austria--19th century--Scores.; Oratorios--Austria--19th century--Scores.; Overtures--Austria--19th century--Scores.; Rondos (Piano)--19th century--Scores.; Rondos (Violin and piano)--19th century--Scores and parts.; Sacred vocal music--Austria--19th century--Scores.; Scherzos (Piano)--19th century--Scores.; Sonatas (Cello and piano)--19th century--Scores and parts.; Sonatas (Piano)--19th century--Scores.; Sonatas (Violin and piano)--19th century--Scores and parts.; Songs with piano--Austria--19th century--Scores.; Stabat Mater dolorosa (Music)--19th century--Scores.; Symphonies--Austria--19th century--Scores.; Variations (Piano)--19th century--Scores.; Variations (Flute and piano)--19th century--Scores and parts.; Waltzes--Austria--19th century--Scores.; Cello and piano music--Austria--19th century--Scores and parts.; Flute and piano music--Austria--19th century--Scores and parts.; Orchestral music--Austria--19th century--Scores.; Piano music--Austria--19th century--Scores.; Piano music (4 hands)--Austria--19th century--Scores.; Piano trios--Austria--19th century--Scores.; String quartets--Austria--19th century--Scores and parts.; Violin and piano music--Austria--19th century--Scores and parts.; Violin music (Violins (2))--19th century--Scores and parts.; Chamber music--Austria--19th century--Scores and parts.; Instrumental music--Austria--19th century--Scores.; Vocal music--Austria--19th century--Scores.; Music--Austria--19th century--Scores.; Cello and piano music--Scores and parts.; Chamber music--Scores and parts.; Choruses, Sacred (Mixed voices) with orchestra.; Flute and piano music--Scores and parts.; Incidental music--Scores.; Instrumental music--Scores.; Masses--Scores.; Operas--Scores.; Oratorios--Scores.; Orchestral music--Scores.; Overtures--Scores.; Piano music (4 hands)--Scores.; Piano music--Scores.; Piano trios--Scores.; Sacred vocal music--Scores.; Sonatas (Cello and piano)--Scores and parts.; Sonatas (Violin and piano)--Scores and parts.; String quartets--Scores and parts.; Symphonies--Scores.; Variations (Flute and piano)--Scores and parts.; Violin and piano music--Scores and parts.; Vocal music--Scores.; Austria.; Art music.; Chamber music.; Dance music.; Ecossaises (Music); Fantasias (Music); Fugues.; Funeral music.; Galops (Music); Impromptus (Music); Incidental music.; Marches (Music); Masses.; Minuets (Music); Operas.; Oratorios.; Overtures.; Parts (Music); Rondos.; Sacred music.; Scherzos.; Scores.; Sonatas.; Songs.; Symphonies.; Variations (Music); Waltzes (Music)",Works. 1964,ger,M3 .S38,Music Stacks,FY-2021
Continuations,39090018320560,,Score,Music Score,9.91018E+17,3890079024; 9783890079028,Notated music - Physical,Vier Gedichte von Rückert : Opus 12 und WoO 17 /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018066747803008&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Schumann, Clara, 1819-1896 composer.",Laaber-Verlag,Lilienthal :,[2020],"Faksimileausgabe nach dem Autograph des Robert-Schumann-Hauses, Zwickau.",Meisterwerke der Musik im Faksimile ; Band 42.,"Schumann, Clara,--1819-1896--Manuscripts--Facsimiles.; Rückert, Friedrich,--1788-1866--Musical settings.; Music--Manuscripts--Facsimiles.; Rückert, Friedrich,--1788-1866.; Schumann, Clara,--1819-1896.; Music.; Songs (High voice) with piano.; Songs (Medium voice) with piano.; Facsimiles.; Manuscripts.; Musical settings.; Scores.; Songs.",Songs. Selections,ger,ML96.4.S383 G4 2020,Music Stacks,FY-2021
Continuations,39090018341400,Ser.3:Gr.1:Bd.6.2,None,Music Score,9.91002E+17,3795794862; 9783795794866; 3795794692; 9783795794699; 3795793386; 9783795793388; 3795794803; 9783795794804; 3795794897; 9783795794897; 3795794668; 9783795794668; 3795794544; 9783795794545; 3795793211; 9783795793210; 3795794528; 9783795794521; 3759794890;,Notated music - Physical,Neue Ausgabe sämtlicher Werke /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991001698439703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Schumann, Robert, 1810-1856.",Schott,Mainz ; New York :,1991-<2020>,,,Music; Scores.; Art music.; Music.,Works. 1991,ger,M3 .S3927 1991,Music Stacks,FY-2021
Continuations,39090018377560,Ser.6:Bd.9.2,None,Music Score,9.91002E+17,3795794862; 9783795794866; 3795794692; 9783795794699; 3795793386; 9783795793388; 3795794803; 9783795794804; 3795794897; 9783795794897; 3795794668; 9783795794668; 3795794544; 9783795794545; 3795793211; 9783795793210; 3795794528; 9783795794521; 3759794890;,Notated music - Physical,Neue Ausgabe sämtlicher Werke /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991001698439703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Schumann, Robert, 1810-1856.",Schott,Mainz ; New York :,1991-<2020>,,,Music; Scores.; Art music.; Music.,Works. 1991,ger,M3 .S3927 1991,Music Stacks,FY-2021
Continuations,39090018377628,Ser.6:Bd.9.1,None,Music Score,9.91002E+17,3795794862; 9783795794866; 3795794692; 9783795794699; 3795793386; 9783795793388; 3795794803; 9783795794804; 3795794897; 9783795794897; 3795794668; 9783795794668; 3795794544; 9783795794545; 3795793211; 9783795793210; 3795794528; 9783795794521; 3759794890;,Notated music - Physical,Neue Ausgabe sämtlicher Werke /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991001698439703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Schumann, Robert, 1810-1856.",Schott,Mainz ; New York :,1991-<2020>,,,Music; Scores.; Art music.; Music.,Works. 1991,ger,M3 .S3927 1991,Music Stacks,FY-2021
Continuations,39090018305595,v.12 (2020),Score,Music Score,9.91011E+17,,Notated music - Physical,Neue Ausgabe sämtlicher Werke /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991011439309703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Schütz, Heinrich, 1585-1672 composer.",Bärenreiter,Kassel :,1955-<2019>,,,Vocal music--Scores.; Scores.; Music.,Works. 1955,ger,M3 .S3912,Music Stacks,FY-2021
Continuations,39090018303194,,Score,Music Score,9.91018E+17,9781987204520; 1987204522; 9781987204537; 1987204530,Notated music - Physical,Short orchestral works : Andante for clarinet and orchestra ; Intermezzi from The masque of Pandora /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018082042402944&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Smith, Alice Mary, 1839-1884 composer.",A-R Editions Inc,"Middleton, Wisconsin :",[2020],,Recent researches in the music of the nineteenth and early twentieth centuries ; v. 78.,"Clarinet with orchestra, Arranged--Scores.; Masques with music--Excerpts--Scores.; Orchestral music--Scores.; Sonatas (Clarinet and piano)--Scores and parts.; Arrangements (Music); Art music.; Chamber music.; Excerpts.; Intermezzos (Instrumental music); Parts (Music); Scores.; Sonatas.",Orchestra music. Selections.,zxx,M2 .R23834 v. 78,Music Stacks,FY-2021
Continuations,39090018320867,,Score,Music Score,9.91018E+17,1987206118; 9781987206111; 9784987206128,Notated music - Physical,Ode to the passions /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018150248802944&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Smith, Alice Mary, 1839-1884 composer.",A-R Editions Inc,"Middleton, Wisconsin :",[2020],Piano-vocal score.,Recent researches in the music of the nineteenth and early twentieth centuries ; v. 76P.,"Cantatas.; Vocal scores.; Musical settings.; Collins, William,--1721-1759--Musical settings.; Cantatas, Secular--Vocal scores with piano.; Choruses, Secular (Mixed voices) with orchestra--Vocal scores with piano.",Ode to the passions. Vocal score,eng,M2 .R23834 v. 76P,Music Stacks,FY-2021
Continuations,39090018320925,v.,Score,Music Score,9.91018E+17,1987206150; 9781987206159; 9781987206166; 1987206169,Notated music - Physical,Giovanni Stefani's song anthologies /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018150248702976&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Stefani, Giovanni, active 1618-1626 composer.",A-R Editions Inc,"Middleton, Wisconsin :",[2020],,Recent researches in the music of the Baroque Era ; v. 213.,"Songs.; Scores.; Songs, Italian--Scores.; Songs with guitar--Scores.; Songs with continuo--Scores.",Songs. Selections,ita,M2 .R238 v. 213,Music Stacks,FY-2021
Continuations,39090018303665,,Score,Music Score,9.91018E+17,1987206134; 9781987206135,Notated music - Physical,Die leidende und am Creutz sterbende Liebe Jesu /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018154249703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Stölzel, Gottfried Heinrich, 1690-1749 composer.",A-R Editions Inc,"Middleton, Wisconsin :",[2020],,Recent researches in the music of the Baroque Era ; v. 214.,Oratorios--Scores.; Passion music.; Oratorios.; Holy Week music.; Scores.,Leidende und am Creutz sterbende Liebe Jesu,ger,M2 .R238 v. 214,Music Stacks,FY-2021
Continuations,39090018303319,Ser.VI Bd.4,None,Music Score,9.91002E+17,3901974067; 9783901974069; 3795711665; 9783795711665; 9783901974900; 3901974091; 9783901974090; 3901974040; 9783901974045; 3901974075; 9783901974076; 3901974172; 9783901974175,Notated music - Physical,Werke = Works /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991001603879703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Strauss, Richard, 1864-1949 composer.",Schott Music; Edition Peters Group; In Verbindung mit Boosey & Hawkes; Verlag Dr Richard Strauss,Wien : Mainz :,[2016-],Kritische Ausgabe = Critical edition.,,Art music.; Music--Scores.; Scores.; Songs.,Works. 2016,ger,M3 .S77 2016,Music Stacks,FY-2021
Continuations,39090018345906,Ser.III Bd.3,None,Music Score,9.91002E+17,3901974067; 9783901974069; 3795711665; 9783795711665; 9783901974900; 3901974091; 9783901974090; 3901974040; 9783901974045; 3901974075; 9783901974076; 3901974172; 9783901974175,Notated music - Physical,Werke = Works /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991001603879703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Strauss, Richard, 1864-1949 composer.",Schott Music; Edition Peters Group; In Verbindung mit Boosey & Hawkes; Verlag Dr Richard Strauss,Wien : Mainz :,[2016-],Kritische Ausgabe = Critical edition.,,Art music.; Music--Scores.; Scores.; Songs.,Works. 2016,ger,M3 .S77 2016,Music Oversize,FY-2021
Continuations,39090018345963,Ser.II Bd.4,None,Music Score,9.91002E+17,3901974067; 9783901974069; 3795711665; 9783795711665; 9783901974900; 3901974091; 9783901974090; 3901974040; 9783901974045; 3901974075; 9783901974076; 3901974172; 9783901974175,Notated music - Physical,Werke = Works /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991001603879703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Strauss, Richard, 1864-1949 composer.",Schott Music; Edition Peters Group; In Verbindung mit Boosey & Hawkes; Verlag Dr Richard Strauss,Wien : Mainz :,[2016-],Kritische Ausgabe = Critical edition.,,Art music.; Music--Scores.; Scores.; Songs.,Works. 2016,ger,M3 .S77 2016,Music Stacks,FY-2021
Continuations,39090018305652,Bd.62,Score,Music Score,9.91011E+17,,Notated music - Physical,Musikalische Werke /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991011456979703040&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Telemann, Georg Philipp, 1681-1767 composer.",Bärenreiter,Kassel :,[1950]-<2020>,,,Music.; Art music.; Parts (Music); Scores.,Works. 1950,ger,M3 .T4,Music Stacks,FY-2021
Continuations,39090018303376,,Score,Music Score,9.91018E+17,9781987205312; 1987205316,Notated music - Physical,Liber magnificarum (1607) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018140049003008&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Vivanco, Sebastián de, approximately 1550-1622 composer.",A-R Editions,"Middleton, Wisconsin :",[2020],,Recent researches in the music of the Renaissance ; v. 173.,"Benedicamus Domino (Music); Choruses, Sacred (Mixed voices), Unaccompanied.; Magnificat (Music); Evening service music.; Excerpts.; Sacred music.; Scores.",Liber magnificarum,lat,M2 .R2384 v. 173,Music Stacks,FY-2021
